pmid,title,text_hl
31450809,Creatine for the Treatment of Depression,@<m>CHEMICAL_Creatine</m> @CHEMICAL_MESH:D003401 @@@Creatine@@@ for the Treatment of @DISEASE_Depressive_Disorder @DISEASE_MESH:D003866 @@@Depression@@@
